team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2022,STL,STL,Team Level,4on5,63,0.15,0.13,0.15,14684.0,44.2,5.45,2.42,5.72,1.34,14.05,30.02,5.29,5.45,5.29,47.0,12.0,3.0,62.0,6.0,4.0,1.0,3.0,1.0,13.0,32.0,41.0,53.0,6.0,12.0,116.0,29.0,45.0,14.0,37.0,13.0,9.0,1.04,1.6,2.8,1.0,2.0,3.0,62.0,59.0,59.0,12.0,0.55,1.59,1.59,4.41,4.41,4.38,247.65,30.75,23.15,50.71,8.0,151.24,78.15,28.51,30.75,28.51,243.0,99.0,84.0,426.0,34.0,30.0,5.0,45.0,6.0,129.0,98.0,209.0,308.0,7.0,14.0,140.0,17.0,14.0,31.0,233.0,76.0,33.0,5.75,8.91,16.09,4.0,12.0,18.0,426.0,342.0,342.0,2.0,5.85,7.17,7.17,29.43,29.43,28.0
STL,2022,STL,STL,Team Level,5on4,63,0.83,0.85,0.83,18832.0,263.7,31.93,23.34,53.07,8.29,164.87,84.5,30.14,31.93,30.14,259.0,107.0,106.0,472.0,37.0,19.0,4.0,59.0,8.0,125.0,118.0,222.0,329.0,6.0,10.0,189.0,22.0,12.0,39.0,267.0,66.0,33.0,6.59,7.47,17.87,8.0,7.0,22.0,472.0,366.0,366.0,4.0,6.02,3.67,3.54,34.42,34.42,33.29,56.16,6.49,3.09,7.74,1.72,17.83,38.13,6.38,6.49,6.38,60.0,15.0,7.0,82.0,8.0,4.0,2.0,3.0,0.0,14.0,46.0,52.0,67.0,3.0,6.0,141.0,43.0,59.0,23.0,44.0,22.0,9.0,1.45,2.85,2.19,4.0,1.0,3.0,82.0,75.0,75.0,22.0,0.69,0.98,0.98,6.2,6.2,6.17
NYI,2022,NYI,NYI,Team Level,other,66,0.47,0.48,0.5,8190.0,113.51,22.84,8.3,20.51,3.76,63.31,37.28,21.67,22.84,21.67,109.0,47.0,59.0,215.0,24.0,13.0,3.0,22.0,4.0,46.0,47.0,85.0,132.0,4.0,6.0,99.0,18.0,17.0,20.0,78.0,47.0,31.0,3.31,5.72,13.81,5.0,3.0,16.0,215.0,156.0,156.0,6.0,2.42,3.45,3.45,21.81,21.81,20.92,113.65,26.13,8.6,19.74,3.88,62.99,35.66,24.97,26.13,24.97,108.0,49.0,72.0,229.0,26.0,12.0,2.0,17.0,5.0,57.0,40.0,82.0,131.0,6.0,12.0,96.0,19.0,12.0,22.0,74.0,47.0,36.0,2.82,5.8,17.51,2.0,8.0,16.0,229.0,157.0,157.0,10.0,2.44,4.04,4.46,24.11,24.11,23.42
NYI,2022,NYI,NYI,Team Level,all,66,0.5,0.49,0.49,240322.0,2027.98,207.36,145.39,482.7,69.57,1127.78,792.19,196.08,207.29,196.05,2028.0,797.0,1026.0,3851.0,191.0,230.0,26.0,407.0,52.0,957.0,988.0,1837.0,2634.0,228.0,505.0,1829.0,1761.0,433.0,643.0,2035.0,558.0,232.0,60.22,68.91,78.24,76.0,60.0,55.0,3853.49,2825.0,2826.5,322.0,32.12,48.76,48.77,190.71,190.59,184.5,2140.85,209.69,152.79,504.78,72.51,1171.45,843.77,199.14,210.51,199.92,2077.0,878.0,1090.0,4045.0,174.0,236.0,28.0,382.0,77.0,988.0,1098.0,1903.0,2781.0,222.0,494.0,1774.0,1430.0,396.0,703.0,2171.0,555.0,229.0,62.31,70.35,77.02,52.0,66.0,56.0,4057.03,2955.0,2964.77,367.0,33.87,50.23,50.23,193.34,193.66,188.59
NYI,2022,NYI,NYI,Team Level,5on5,66,0.5,0.49,0.49,195476.0,1600.22,144.93,110.31,397.45,55.38,879.95,641.98,138.51,144.86,138.49,1603.0,627.0,830.0,3060.0,138.0,182.0,18.0,325.0,41.0,753.0,791.0,1465.0,2092.0,203.0,449.0,1404.0,1679.0,369.0,539.0,1640.0,433.0,157.0,47.96,53.81,43.16,61.0,52.0,25.0,3062.49,2230.0,2231.5,290.0,22.91,34.85,34.86,132.99,132.87,130.08,1691.2,146.47,112.78,414.8,56.89,921.02,685.05,139.87,147.28,140.65,1620.0,717.0,854.0,3191.0,114.0,177.0,21.0,307.0,64.0,776.0,899.0,1506.0,2223.0,197.0,438.0,1361.0,1344.0,346.0,601.0,1770.0,418.0,149.0,50.97,53.07,42.43,43.0,44.0,27.0,3203.03,2337.0,2346.77,326.0,23.34,36.72,36.81,133.01,133.34,130.65
NYI,2022,NYI,NYI,Team Level,4on5,66,0.1,0.1,0.11,18440.0,36.91,3.78,1.95,5.22,1.23,12.08,25.73,3.69,3.78,3.69,41.0,9.0,9.0,59.0,2.0,3.0,0.0,4.0,0.0,10.0,31.0,39.0,48.0,11.0,27.0,146.0,42.0,32.0,25.0,36.0,9.0,5.0,1.12,1.14,1.52,1.0,0.0,1.0,59.0,50.0,50.0,21.0,0.44,0.5,0.5,3.72,3.72,3.69,288.47,33.25,28.89,62.65,10.04,171.17,89.0,30.57,33.25,30.57,291.0,104.0,156.0,551.0,29.0,46.0,5.0,53.0,7.0,143.0,117.0,262.0,366.0,13.0,29.0,176.0,15.0,12.0,50.0,278.0,75.0,42.0,7.23,9.42,16.6,6.0,11.0,12.0,551.0,395.0,395.0,6.0,7.51,9.4,8.89,31.87,31.87,30.28
NYI,2022,NYI,NYI,Team Level,5on4,66,0.9,0.87,0.85,18216.0,277.35,35.81,24.83,59.52,9.2,172.44,87.2,32.21,35.81,32.21,275.0,114.0,128.0,517.0,27.0,32.0,5.0,56.0,7.0,148.0,119.0,248.0,362.0,10.0,23.0,180.0,22.0,15.0,59.0,281.0,69.0,39.0,7.82,8.24,19.75,9.0,5.0,13.0,517.0,389.0,389.0,5.0,6.34,9.96,9.96,32.18,32.18,29.81,47.53,3.85,2.52,7.59,1.71,16.27,34.06,3.74,3.85,3.74,58.0,8.0,8.0,74.0,5.0,1.0,0.0,5.0,1.0,12.0,42.0,53.0,61.0,6.0,15.0,141.0,52.0,26.0,30.0,49.0,15.0,2.0,1.3,2.06,0.49,1.0,3.0,1.0,74.0,66.0,66.0,25.0,0.58,0.08,0.08,4.35,4.35,4.24
NSH,2022,NSH,NSH,Team Level,other,61,0.5,0.53,0.55,8944.0,141.16,30.6,10.73,24.61,4.56,79.02,47.48,27.43,30.6,27.43,133.0,64.0,60.0,257.0,24.0,12.0,3.0,28.0,9.0,63.0,61.0,109.0,173.0,4.0,11.0,112.0,31.0,19.0,15.0,105.0,54.0,38.0,4.71,6.2,19.7,5.0,4.0,15.0,257.0,197.0,197.0,5.0,3.11,4.65,4.65,29.06,29.06,26.72,117.94,30.27,8.03,18.62,3.92,60.63,39.53,26.01,30.27,26.01,113.0,48.0,69.0,230.0,24.0,7.0,2.0,12.0,7.0,61.0,50.0,89.0,137.0,7.0,14.0,97.0,32.0,24.0,21.0,61.0,63.0,37.0,2.79,7.79,19.68,3.0,8.0,13.0,230.0,161.0,161.0,8.0,2.34,2.63,2.63,29.98,29.98,26.94
NSH,2022,NSH,NSH,Team Level,all,61,0.49,0.49,0.48,222420.0,1911.85,212.35,140.19,430.58,63.47,1061.71,744.69,199.93,213.08,200.64,1855.0,798.0,952.0,3605.0,175.0,195.0,39.0,428.0,60.0,855.0,941.0,1680.0,2478.0,241.0,577.0,1761.0,1770.0,448.0,496.0,1827.0,596.0,230.0,59.39,73.88,79.07,57.0,43.0,75.0,3622.52,2653.0,2667.54,268.0,31.31,44.92,44.92,198.74,199.36,192.31,2051.78,218.72,147.9,456.26,68.85,1132.86,803.4,206.56,219.27,207.06,2038.0,790.0,975.0,3803.0,178.0,194.0,17.0,451.0,57.0,886.0,1062.0,1860.0,2650.0,228.0,536.0,1650.0,1473.0,475.0,546.0,1948.0,658.0,222.0,60.16,80.76,77.81,42.0,79.0,57.0,3797.77,2828.0,2819.4,310.0,32.92,41.55,41.55,210.09,210.19,203.03
NSH,2022,NSH,NSH,Team Level,5on5,61,0.5,0.49,0.49,176180.0,1473.79,143.5,102.82,348.63,48.74,809.42,583.9,136.57,144.23,137.28,1433.0,604.0,758.0,2795.0,117.0,157.0,32.0,339.0,45.0,655.0,725.0,1316.0,1920.0,220.0,532.0,1342.0,1657.0,368.0,415.0,1454.0,437.0,146.0,46.82,54.91,41.78,45.0,33.0,39.0,2812.52,2037.0,2051.54,241.0,21.42,34.73,35.47,129.45,130.07,127.3,1549.84,143.91,106.32,362.3,51.59,854.17,621.72,138.56,144.45,139.06,1530.0,610.0,751.0,2891.0,111.0,139.0,10.0,366.0,38.0,648.0,838.0,1419.0,2029.0,209.0,498.0,1216.0,1374.0,391.0,429.0,1520.0,491.0,129.0,47.79,60.75,35.36,33.0,55.0,23.0,2885.77,2140.0,2131.4,266.0,22.05,28.82,28.92,137.03,137.13,134.53
NSH,2022,NSH,NSH,Team Level,4on5,61,0.13,0.1,0.12,19727.0,45.45,5.53,2.69,6.35,1.45,14.04,29.93,5.44,5.53,5.44,43.0,17.0,8.0,68.0,3.0,3.0,0.0,7.0,1.0,14.0,32.0,40.0,57.0,5.0,10.0,153.0,61.0,51.0,23.0,37.0,16.0,7.0,1.29,2.02,2.22,1.0,1.0,1.0,68.0,60.0,60.0,20.0,0.61,0.52,0.52,5.62,5.62,5.6,325.0,38.45,30.34,67.32,11.54,199.56,101.8,35.99,38.45,35.99,327.0,122.0,147.0,596.0,37.0,46.0,5.0,66.0,12.0,166.0,122.0,290.0,412.0,7.0,14.0,195.0,26.0,14.0,65.0,318.0,81.0,50.0,7.96,9.47,21.02,4.0,13.0,20.0,596.0,449.0,449.0,8.0,7.79,9.73,9.64,36.6,36.6,35.13
NSH,2022,NSH,NSH,Team Level,5on4,61,0.84,0.85,0.82,17569.0,251.46,32.71,23.95,51.0,8.73,159.24,83.38,30.49,32.71,30.49,246.0,113.0,126.0,485.0,31.0,23.0,4.0,54.0,5.0,123.0,123.0,215.0,328.0,12.0,24.0,154.0,21.0,10.0,43.0,231.0,89.0,39.0,6.58,10.76,15.38,6.0,5.0,20.0,485.0,359.0,359.0,2.0,6.17,5.02,4.28,34.61,34.61,32.69,59.0,6.11,3.22,8.01,1.8,18.51,40.35,6.0,6.11,6.0,68.0,10.0,8.0,86.0,6.0,2.0,0.0,7.0,0.0,11.0,52.0,62.0,72.0,5.0,10.0,142.0,41.0,46.0,31.0,49.0,23.0,6.0,1.61,2.74,1.76,2.0,3.0,1.0,86.0,78.0,78.0,28.0,0.73,0.36,0.36,6.49,6.49,6.44
WSH,2022,WSH,WSH,Team Level,other,65,0.49,0.52,0.54,8902.0,129.94,27.43,8.74,23.83,4.31,67.16,44.52,25.5,27.43,25.5,123.0,53.0,53.0,229.0,28.0,8.0,2.0,19.0,6.0,65.0,50.0,95.0,148.0,8.0,16.0,92.0,28.0,12.0,19.0,96.0,44.0,36.0,3.28,5.56,18.6,6.0,7.0,15.0,229.0,176.0,176.0,8.0,2.48,3.2,3.2,26.71,26.71,25.47,108.07,28.32,6.93,18.3,3.51,54.71,38.3,26.1,28.32,26.1,107.0,44.0,62.0,213.0,25.0,8.0,2.0,11.0,3.0,57.0,47.0,82.0,126.0,8.0,16.0,103.0,19.0,16.0,26.0,81.0,30.0,40.0,2.98,3.65,21.69,0.0,3.0,22.0,213.0,151.0,151.0,11.0,1.96,2.45,2.28,27.93,27.93,26.48
WSH,2022,WSH,WSH,Team Level,all,65,0.5,0.51,0.51,236101.0,2097.35,206.79,143.85,487.07,70.14,1131.54,838.62,196.66,207.57,197.44,2043.0,835.0,1038.0,3916.0,200.0,203.0,28.0,431.0,64.0,943.0,1038.0,1843.0,2678.0,225.0,509.0,1822.0,1643.0,460.0,582.0,2056.0,614.0,208.0,59.28,74.96,72.54,59.0,74.0,67.0,3917.8,2878.0,2883.0,303.0,31.87,41.04,41.5,197.17,197.94,192.34,2011.65,205.87,136.9,464.15,66.56,1106.77,811.81,196.41,205.98,196.53,1974.0,819.0,993.0,3786.0,194.0,162.0,30.0,437.0,56.0,892.0,1052.0,1780.0,2599.0,244.0,538.0,1839.0,1530.0,518.0,556.0,1991.0,594.0,208.0,59.73,72.2,73.94,61.0,62.0,71.0,3796.72,2793.0,2798.21,290.0,29.97,35.91,35.91,199.86,199.98,194.69
WSH,2022,WSH,WSH,Team Level,5on5,65,0.51,0.51,0.5,191104.0,1642.66,143.16,107.28,395.92,54.46,878.08,671.08,137.6,143.95,138.38,1609.0,641.0,837.0,3087.0,135.0,161.0,21.0,358.0,50.0,709.0,838.0,1474.0,2115.0,203.0,465.0,1435.0,1540.0,400.0,486.0,1628.0,489.0,133.0,47.49,59.94,35.73,47.0,57.0,31.0,3088.8,2250.0,2255.0,272.0,22.27,31.6,32.31,133.12,133.9,131.46,1591.6,138.3,104.15,384.92,52.91,877.97,651.74,134.06,138.41,134.18,1555.0,655.0,791.0,3001.0,137.0,126.0,19.0,366.0,46.0,676.0,859.0,1418.0,2073.0,217.0,486.0,1390.0,1442.0,440.0,457.0,1631.0,456.0,123.0,48.8,55.48,34.01,56.0,52.0,29.0,3011.72,2210.0,2215.21,249.0,21.5,25.44,25.6,134.19,134.31,132.23
WSH,2022,WSH,WSH,Team Level,4on5,65,0.11,0.14,0.15,16890.0,46.55,4.31,2.38,6.75,1.67,15.78,34.1,4.13,4.31,4.13,54.0,11.0,18.0,83.0,2.0,4.0,0.0,6.0,0.0,10.0,43.0,52.0,63.0,6.0,12.0,133.0,43.0,23.0,24.0,47.0,14.0,4.0,1.27,1.72,1.32,1.0,1.0,0.0,83.0,65.0,65.0,17.0,0.54,1.01,1.01,3.85,3.85,3.81,256.66,34.26,23.17,53.76,8.54,156.62,82.64,31.25,34.26,31.25,249.0,110.0,133.0,492.0,27.0,28.0,9.0,54.0,7.0,142.0,101.0,222.0,332.0,15.0,28.0,169.0,20.0,16.0,47.0,227.0,92.0,40.0,6.48,10.88,16.89,4.0,4.0,19.0,492.0,359.0,359.0,8.0,5.91,8.03,8.03,32.14,32.14,30.39
WSH,2022,WSH,WSH,Team Level,5on4,65,0.86,0.87,0.84,19205.0,278.2,31.88,25.44,60.56,9.69,170.52,88.93,29.43,31.88,29.43,257.0,130.0,130.0,517.0,35.0,30.0,5.0,48.0,8.0,159.0,107.0,222.0,352.0,8.0,16.0,162.0,32.0,25.0,53.0,285.0,67.0,35.0,7.24,7.75,16.9,5.0,9.0,21.0,517.0,387.0,387.0,6.0,6.57,5.23,4.97,33.49,33.49,31.6,55.33,5.0,2.63,7.18,1.58,17.46,39.14,4.99,5.0,4.99,63.0,10.0,7.0,80.0,5.0,0.0,0.0,6.0,0.0,17.0,45.0,58.0,68.0,4.0,8.0,177.0,49.0,46.0,26.0,52.0,16.0,5.0,1.47,2.18,1.35,1.0,3.0,1.0,80.0,73.0,73.0,22.0,0.6,0.0,0.0,5.6,5.6,5.6
ANA,2022,ANA,ANA,Team Level,other,65,0.43,0.45,0.45,7516.0,102.3,18.48,7.6,18.44,3.37,54.08,36.03,17.13,18.48,17.13,107.0,31.0,41.0,179.0,22.0,10.0,3.0,17.0,2.0,47.0,40.0,85.0,116.0,7.0,14.0,103.0,16.0,24.0,17.0,75.0,38.0,25.0,2.75,4.54,11.19,2.0,9.0,11.0,179.0,138.0,138.0,7.0,2.2,3.33,3.88,16.79,16.79,16.06,127.19,24.29,9.33,22.77,4.15,64.89,45.56,22.44,24.29,22.44,123.0,48.0,51.0,222.0,22.0,10.0,2.0,20.0,4.0,64.0,51.0,101.0,149.0,11.0,22.0,95.0,16.0,20.0,21.0,88.0,55.0,28.0,3.44,7.6,13.25,4.0,5.0,13.0,222.0,171.0,171.0,8.0,2.59,2.97,3.3,23.58,23.58,22.28
ANA,2022,ANA,ANA,Team Level,all,65,0.4,0.44,0.43,237371.0,1880.33,168.57,128.94,430.42,61.54,1018.96,769.57,161.51,167.26,160.28,1881.0,697.0,863.0,3441.0,162.0,173.0,28.0,385.0,48.0,842.0,969.0,1719.0,2416.0,279.0,631.0,1760.0,1088.0,376.0,512.0,1889.0,537.0,152.0,52.67,64.94,50.95,54.0,59.0,49.0,3369.31,2578.0,2538.7,285.0,28.55,34.57,34.61,162.51,161.09,157.27,2496.83,254.85,180.26,564.39,82.95,1390.61,988.94,242.54,258.43,245.94,2549.0,913.0,952.0,4414.0,262.0,275.0,25.0,490.0,86.0,1141.0,1208.0,2287.0,3200.0,243.0,565.0,2043.0,1190.0,452.0,543.0,2437.0,761.0,264.0,74.17,94.18,86.5,83.0,103.0,76.0,4536.88,3462.0,3539.34,254.0,39.83,54.68,54.72,239.95,243.11,236.32
ANA,2022,ANA,ANA,Team Level,5on5,65,0.4,0.43,0.42,192518.0,1451.01,117.88,93.3,345.55,47.32,777.69,607.27,113.65,116.57,112.41,1452.0,537.0,679.0,2668.0,111.0,132.0,20.0,315.0,41.0,622.0,769.0,1341.0,1878.0,245.0,560.0,1323.0,1028.0,306.0,428.0,1493.0,398.0,98.0,41.86,48.9,27.12,49.0,41.0,21.0,2596.31,1989.0,1949.7,250.0,19.28,25.04,24.88,112.29,110.86,109.1,1957.0,177.42,135.32,460.4,65.2,1092.54,798.12,169.77,181.02,173.18,2015.0,714.0,777.0,3506.0,179.0,216.0,19.0,395.0,71.0,882.0,986.0,1836.0,2550.0,211.0,500.0,1587.0,1118.0,382.0,456.0,1989.0,569.0,171.0,60.74,70.21,46.47,68.0,79.0,32.0,3628.88,2729.0,2806.34,223.0,27.99,42.94,43.24,162.17,165.33,161.75
ANA,2022,ANA,ANA,Team Level,4on5,65,0.07,0.1,0.11,19523.0,46.51,3.57,2.08,6.87,1.4,14.43,33.64,3.53,3.57,3.53,51.0,11.0,9.0,71.0,0.0,0.0,0.0,2.0,1.0,13.0,46.0,51.0,62.0,11.0,25.0,169.0,30.0,34.0,25.0,45.0,14.0,3.0,1.09,1.72,0.77,0.0,0.0,0.0,71.0,62.0,62.0,23.0,0.48,0.0,0.0,4.05,4.05,4.01,367.47,47.97,33.19,75.12,12.2,219.12,114.39,45.22,47.97,45.22,364.0,138.0,117.0,619.0,56.0,46.0,4.0,72.0,11.0,181.0,136.0,308.0,446.0,13.0,27.0,214.0,13.0,12.0,39.0,322.0,123.0,57.0,8.96,14.65,24.36,11.0,16.0,29.0,619.0,502.0,502.0,0.0,8.69,8.38,7.79,48.87,48.87,46.99
ANA,2022,ANA,ANA,Team Level,5on4,65,0.85,0.89,0.87,17814.0,280.5,28.65,25.97,59.56,9.47,172.74,92.62,27.2,28.65,27.2,271.0,118.0,134.0,523.0,29.0,31.0,5.0,51.0,4.0,160.0,114.0,242.0,360.0,16.0,32.0,165.0,14.0,12.0,42.0,276.0,87.0,26.0,6.98,9.78,11.88,3.0,9.0,17.0,523.0,389.0,389.0,5.0,6.6,6.19,5.85,29.39,29.39,28.1,45.17,5.16,2.42,6.1,1.38,14.06,30.88,5.1,5.16,5.1,47.0,13.0,7.0,67.0,5.0,3.0,0.0,3.0,0.0,14.0,35.0,42.0,55.0,8.0,16.0,147.0,43.0,38.0,27.0,38.0,14.0,8.0,1.01,1.72,2.42,0.0,3.0,2.0,67.0,60.0,60.0,23.0,0.56,0.39,0.39,5.32,5.32,5.31
CAR,2022,CAR,CAR,Team Level,other,62,0.53,0.58,0.57,7023.0,124.39,27.03,8.78,22.91,4.16,65.12,42.99,24.81,27.03,24.81,119.0,52.0,61.0,232.0,25.0,7.0,2.0,19.0,3.0,68.0,49.0,94.0,146.0,5.0,10.0,98.0,21.0,18.0,18.0,79.0,55.0,37.0,3.15,7.14,16.74,6.0,8.0,11.0,232.0,171.0,171.0,10.0,2.53,1.86,2.19,27.37,27.37,25.49,95.44,24.03,6.74,16.61,3.0,46.57,30.06,21.86,24.03,21.86,96.0,31.0,40.0,167.0,23.0,11.0,2.0,11.0,5.0,36.0,41.0,73.0,104.0,8.0,16.0,90.0,26.0,23.0,15.0,60.0,35.0,32.0,2.61,4.34,17.08,2.0,10.0,11.0,167.0,127.0,127.0,4.0,1.97,5.13,5.13,20.87,20.87,20.48
CAR,2022,CAR,CAR,Team Level,all,62,0.59,0.6,0.59,226845.0,2295.09,231.54,165.08,557.59,78.57,1274.96,904.25,218.79,234.81,221.9,2185.0,1027.0,1037.0,4249.0,212.0,276.0,38.0,495.0,78.0,1172.0,979.0,1973.0,3000.0,229.0,471.0,2021.0,1071.0,582.0,535.0,2320.0,633.0,259.0,66.84,77.41,87.3,77.0,69.0,66.0,4352.67,3212.0,3273.07,236.0,36.72,52.94,52.95,215.32,218.19,210.58,1613.11,161.15,114.77,366.7,52.82,873.32,646.23,152.41,159.58,150.92,1610.0,605.0,647.0,2862.0,156.0,152.0,17.0,303.0,47.0,706.0,851.0,1454.0,2059.0,218.0,450.0,1788.0,1435.0,462.0,571.0,1576.0,480.0,159.0,44.2,58.64,58.32,52.0,66.0,38.0,2802.57,2215.0,2181.21,301.0,25.68,34.24,34.27,152.56,151.18,147.61
CAR,2022,CAR,CAR,Team Level,5on5,62,0.61,0.6,0.6,181125.0,1773.23,157.85,123.06,450.54,61.11,985.64,709.81,150.17,161.12,153.27,1686.0,802.0,827.0,3315.0,139.0,226.0,30.0,408.0,62.0,894.0,759.0,1547.0,2349.0,200.0,413.0,1552.0,988.0,476.0,431.0,1851.0,473.0,164.0,53.16,57.97,46.72,58.0,49.0,32.0,3418.67,2488.0,2549.07,201.0,25.58,42.21,42.44,140.99,143.87,140.34,1225.55,102.43,81.75,292.01,39.79,664.32,503.7,99.25,100.85,97.75,1208.0,476.0,516.0,2200.0,98.0,102.0,6.0,249.0,36.0,545.0,654.0,1110.0,1586.0,186.0,386.0,1387.0,1320.0,362.0,485.0,1239.0,356.0,89.0,34.56,43.81,24.06,45.0,44.0,9.0,2140.57,1684.0,1650.21,280.0,16.95,20.47,20.65,98.73,97.34,95.96
CAR,2022,CAR,CAR,Team Level,4on5,62,0.17,0.2,0.21,19755.0,66.44,6.24,3.65,9.79,2.17,22.24,46.92,6.19,6.24,6.19,72.0,19.0,12.0,103.0,9.0,2.0,0.0,12.0,1.0,19.0,48.0,63.0,82.0,6.0,12.0,167.0,40.0,75.0,25.0,61.0,23.0,7.0,1.57,2.84,1.82,3.0,3.0,3.0,103.0,91.0,91.0,22.0,0.85,0.15,0.15,6.94,6.94,6.9,243.25,30.15,23.74,51.43,8.48,146.49,77.71,26.83,30.15,26.83,253.0,85.0,82.0,420.0,31.0,37.0,8.0,37.0,3.0,116.0,114.0,222.0,307.0,12.0,24.0,167.0,31.0,26.0,57.0,231.0,74.0,33.0,5.64,8.73,15.78,5.0,9.0,17.0,420.0,338.0,338.0,4.0,6.19,8.03,7.89,28.46,28.46,26.69
CAR,2022,CAR,CAR,Team Level,5on4,62,0.9,0.89,0.88,18942.0,331.02,40.42,29.6,74.36,11.14,201.96,104.52,37.63,40.42,37.63,308.0,154.0,137.0,599.0,39.0,41.0,6.0,56.0,12.0,191.0,123.0,269.0,423.0,18.0,36.0,204.0,22.0,13.0,61.0,329.0,82.0,51.0,8.96,9.44,22.02,10.0,9.0,20.0,599.0,462.0,462.0,3.0,7.76,8.72,8.17,40.02,40.02,37.85,48.87,4.55,2.54,6.65,1.55,15.95,34.75,4.48,4.55,4.48,53.0,13.0,9.0,75.0,4.0,2.0,1.0,6.0,3.0,9.0,42.0,49.0,62.0,12.0,24.0,144.0,58.0,51.0,14.0,46.0,15.0,5.0,1.39,1.76,1.4,0.0,3.0,1.0,75.0,66.0,66.0,13.0,0.57,0.6,0.6,4.52,4.52,4.49
MTL,2022,MTL,MTL,Team Level,other,64,0.37,0.47,0.45,7812.0,105.7,19.71,8.2,18.55,3.5,56.77,35.26,17.91,19.71,17.91,104.0,38.0,57.0,199.0,20.0,9.0,1.0,11.0,3.0,54.0,45.0,84.0,122.0,7.0,17.0,95.0,18.0,9.0,24.0,64.0,48.0,30.0,2.68,5.73,11.3,5.0,5.0,10.0,199.0,142.0,142.0,17.0,2.38,2.91,2.75,19.35,19.35,18.18,125.44,34.11,8.64,20.23,4.08,63.98,39.95,30.08,34.11,30.08,123.0,48.0,56.0,227.0,29.0,9.0,0.0,13.0,4.0,66.0,50.0,94.0,142.0,10.0,25.0,101.0,27.0,13.0,27.0,76.0,41.0,54.0,3.02,4.67,26.43,3.0,7.0,19.0,227.0,171.0,171.0,21.0,2.62,4.11,4.11,32.62,32.62,29.57
MTL,2022,MTL,MTL,Team Level,all,64,0.41,0.45,0.45,233017.0,1765.65,174.17,124.14,405.73,57.69,956.16,702.12,166.7,173.46,166.04,1778.0,642.0,905.0,3325.0,172.0,162.0,31.0,372.0,43.0,782.0,889.0,1606.0,2248.0,256.0,606.0,1743.0,1225.0,397.0,769.0,1717.0,513.0,190.0,50.42,63.49,60.25,49.0,68.0,55.0,3294.37,2420.0,2405.38,571.0,27.57,35.46,35.57,166.17,165.78,162.22,2170.93,247.3,157.54,493.92,72.14,1177.24,825.84,231.18,249.16,232.99,2158.0,816.0,1104.0,4078.0,228.0,234.0,36.0,419.0,56.0,1026.0,1011.0,1930.0,2746.0,241.0,559.0,1796.0,1301.0,456.0,723.0,2029.0,643.0,302.0,62.48,80.04,104.79,51.0,90.0,87.0,4130.83,2974.0,3003.03,534.0,35.38,55.91,55.98,226.72,228.3,219.34
